Name,SKU,Barcode,Description,Category,Brand,Unit,Supplier,Cost Price,Selling Price,MRP,Quantity,Reorder Level,Max Stock Level,Location,GST Rate,Active
Mutton Premium - EGEJ,MEA-VADIL-022180910,8902208046914,Quality Mutton Premium - EGEJ from Vadilal. Trusted by Indian families.,Meat & Seafood,Vadilal,Pack,Chennai Spice House,41,58,64,188,20,100,,5,Yes
Minced Meat Super 1kg - 0CNO,MEA-PATAN-022212437,8908903281572,Premium Minced Meat Super 1kg - 0CNO with excellent quality and taste.,Meat & Seafood,Patanjali,Pieces,Ahmedabad Snack Mills,42,60,66,50,20,100,,5,Yes
Eggs Premium Family Pack - ND7N,MEA-HALDI-022244299,8909723359900,Premium Eggs Premium Family Pack - ND7N with excellent quality and taste.,Meat & Seafood,Haldiram,Pieces,Pune Organic Supplies,62,88,97,28,20,100,,5,Yes
Tuna Natural Pack of 5 - 57KD,MEA-PG-022277230,8909376070524,Fresh Tuna Natural Pack of 5 - 57KD at best prices. Perfect for daily use.,Meat & Seafood,Procter & Gamble,Millilitre,Pune Organic Supplies,48,68,75,36,20,100,,5,Yes
Fresh Chicken Premium Family Pack - JPVM,MEA-EMAMI-022309384,8904627035251,Fresh Fresh Chicken Premium Family Pack - JPVM at best prices. Perfect for daily use.,Meat & Seafood,Emami,Dozen,Hyderabad Dairy Co-op,41,59,65,45,20,100,,5,Yes
Rohu Fish Natural 250g - BQLA,MEA-MAGGI-022342546,8905748475974,Fresh Rohu Fish Natural 250g - BQLA at best prices. Perfect for daily use.,Meat & Seafood,Maggi,Dozen,Kolkata Trading Company,42,60,66,66,20,100,,5,Yes
Rohu Fish Deluxe 1L - CNPD,MEA-GODREJ-022373315,8903508013702,Quality Rohu Fish Deluxe 1L - CNPD from Godrej. Trusted by Indian families.,Meat & Seafood,Godrej,Pack,Delhi Wholesale Market,48,68,75,19,20,100,,5,Yes
Chicken Wings Organic 200ml - 1P5L,MEA-MOTHER-022406269,8907151858493,Premium Chicken Wings Organic 200ml - 1P5L with excellent quality and taste.,Meat & Seafood,Mother Dairy,Box,Kolkata Trading Company,30,43,47,53,20,100,,5,Yes
Prawns Special 250g - SWGB,MEA-PEDI-022437137,8902991370453,Fresh Prawns Special 250g - SWGB at best prices. Perfect for daily use.,Meat & Seafood,Pedigree,Gram,Pune Organic Supplies,35,50,55,23,20,100,,5,Yes
Fish Natural 200ml - BBZA,MEA-BRIT-022470407,8905011549069,Quality Fish Natural 200ml - BBZA from Britannia. Trusted by Indian families.,Meat & Seafood,Britannia,Pack,Hyderabad Dairy Co-op,46,66,73,37,20,100,,5,Yes
Pomfret Classic 1kg - G5UZ,MEA-BIKANO-022504635,8905419479790,Fresh Pomfret Classic 1kg - G5UZ at best prices. Perfect for daily use.,Meat & Seafood,Bikano,Pieces,Hyderabad Dairy Co-op,59,85,94,33,20,100,,5,Yes
Tuna Classic Pack of 5 - JLZJ,MEA-NIRMA-022536337,8908573689562,Premium Tuna Classic Pack of 5 - JLZJ with excellent quality and taste.,Meat & Seafood,Nirma,Litre,Hyderabad Dairy Co-op,41,59,65,15,20,100,,5,Yes
Fish Special 500ml - VH45,MEA-PARLE-022571944,8904884774234,Premium Fish Special 500ml - VH45 with excellent quality and taste.,Meat & Seafood,Parle,Box,Bangalore Fresh Produce,39,55,61,198,20,100,,5,Yes
Prawns 200ml - GZP1,MEA-EMAMI-022604907,8909062846623,Quality Prawns 200ml - GZP1 from Emami. Trusted by Indian families.,Meat & Seafood,Emami,Dozen,Bangalore Fresh Produce,30,43,47,67,20,100,,5,Yes
Eggs Special 500g - WZVE,MEA-BIKANO-022636466,8902869593540,Premium Eggs Special 500g - WZVE with excellent quality and taste.,Meat & Seafood,Bikano,Litre,Delhi Wholesale Market,50,71,78,67,20,100,,5,Yes
Fish Organic 200ml - Y45L,MEA-WHISK-022672808,8907073998012,Fresh Fish Organic 200ml - Y45L at best prices. Perfect for daily use.,Meat & Seafood,Whiskas,Gram,Hyderabad Dairy Co-op,43,61,67,62,20,100,,5,Yes
Rohu Fish Natural - WUOX,MEA-BRIT-022713778,8909147898278,Fresh Rohu Fish Natural - WUOX at best prices. Perfect for daily use.,Meat & Seafood,Britannia,Gram,Ahmedabad Snack Mills,36,52,57,57,20,100,,5,Yes
Fish Economy - ZATM,MEA-MAGGI-022749341,8902756282686,Quality Fish Economy - ZATM from Maggi. Trusted by Indian families.,Meat & Seafood,Maggi,Millilitre,Kolkata Trading Company,36,52,57,15,20,100,,5,Yes
Mutton Super Pack of 2 - VLPP,MEA-BRIT-022790525,8908335118121,Fresh Mutton Super Pack of 2 - VLPP at best prices. Perfect for daily use.,Meat & Seafood,Britannia,Pieces,Pune Organic Supplies,31,44,48,36,20,100,,5,Yes
Chicken Breast Classic Pack of 2 - L4KV,MEA-MARICO-022830143,8909038169315,Quality Chicken Breast Classic Pack of 2 - L4KV from Marico. Trusted by Indian families.,Meat & Seafood,Marico,Gram,Ahmedabad Snack Mills,34,48,53,99,20,100,,5,Yes
Chicken Wings Super 500ml - MSHR,MEA-PG-022863181,8909106174937,Fresh Chicken Wings Super 500ml - MSHR at best prices. Perfect for daily use.,Meat & Seafood,Procter & Gamble,Litre,Ahmedabad Snack Mills,34,48,53,39,20,100,,5,Yes
Chicken Legs Natural Pack of 5 - L21X,MEA-JJ-022896716,8902967972691,Fresh Chicken Legs Natural Pack of 5 - L21X at best prices. Perfect for daily use.,Meat & Seafood,Johnson & Johnson,Gram,Ahmedabad Snack Mills,39,56,62,33,20,100,,5,Yes
Marico Product Fresh 500g - LIXW,BAK-MARICO-022934856,8909768851082,Premium Marico Product Fresh 500g - LIXW with excellent quality and taste.,Bakery,Marico,Millilitre,Chennai Spice House,36,52,57,31,20,100,,5,Yes
Pedigree Product Deluxe 1L - AQWM,BAK-PEDI-022985402,8905944165452,Premium Pedigree Product Deluxe 1L - AQWM with excellent quality and taste.,Bakery,Pedigree,Millilitre,Pune Organic Supplies,36,52,57,62,20,100,,5,Yes
Amul Product Economy Pack of 2 - PRPW,BAK-AMUL-023027832,8906071474730,Quality Amul Product Economy Pack of 2 - PRPW from Amul. Trusted by Indian families.,Bakery,Amul,Box,Mumbai FMCG Distributors,56,80,88,51,20,100,,5,Yes
Amul Product Deluxe 1L - AVO5,BAK-AMUL-023060625,8907809147614,Premium Amul Product Deluxe 1L - AVO5 with excellent quality and taste.,Bakery,Amul,Pieces,Mumbai FMCG Distributors,42,60,66,69,20,100,,5,Yes
India Gate Product Deluxe Family Pack - US31,BAK-INDGATE-023093892,8908094063648,Fresh India Gate Product Deluxe Family Pack - US31 at best prices. Perfect for daily use.,Bakery,India Gate,Millilitre,Bangalore Fresh Produce,48,69,76,23,20,100,,5,Yes
Emami Product Deluxe 500g - FQZL,BAK-EMAMI-023125407,8907920360489,Fresh Emami Product Deluxe 500g - FQZL at best prices. Perfect for daily use.,Bakery,Emami,Kilogram,Chennai Spice House,39,56,62,39,20,100,,5,Yes
Maggi Product Organic 500ml - VNZA,BAK-MAGGI-023161966,8909637051297,Premium Maggi Product Organic 500ml - VNZA with excellent quality and taste.,Bakery,Maggi,Box,Kolkata Trading Company,48,69,76,79,20,100,,5,Yes
Whiskas Product 200ml - K4QB,BAK-WHISK-023194228,8903223979241,Fresh Whiskas Product 200ml - K4QB at best prices. Perfect for daily use.,Bakery,Whiskas,Pack,Kolkata Trading Company,41,58,64,41,20,100,,5,Yes
ITC Product Economy 1L - VI3M,BAK-ITC-023227951,8906128388710,Quality ITC Product Economy 1L - VI3M from ITC. Trusted by Indian families.,Bakery,ITC,Gram,Bangalore Fresh Produce,34,49,54,58,20,100,,5,Yes
Dabur Product Super - FZGO,BAK-DABUR-023263882,8908524964619,Fresh Dabur Product Super - FZGO at best prices. Perfect for daily use.,Bakery,Dabur,Box,Bangalore Fresh Produce,41,58,64,35,20,100,,5,Yes
Johnson & Johnson Product Deluxe 500ml - JTON,BAK-JJ-023298843,8903505564385,Quality Johnson & Johnson Product Deluxe 500ml - JTON from Johnson & Johnson. Trusted by Indian families.,Bakery,Johnson & Johnson,Millilitre,Delhi Wholesale Market,38,54,59,91,20,100,,5,Yes
Unilever Product Classic 250g - 0IX0,BAK-UNIL-023335590,8905982492348,Premium Unilever Product Classic 250g - 0IX0 with excellent quality and taste.,Bakery,Unilever,Litre,Mumbai FMCG Distributors,52,74,81,45,20,100,,5,Yes
Vadilal Product Natural Pack of 2 - YQKD,BAK-VADIL-023370797,8906175195621,Fresh Vadilal Product Natural Pack of 2 - YQKD at best prices. Perfect for daily use.,Bakery,Vadilal,Box,Delhi Wholesale Market,38,54,59,36,20,100,,5,Yes
ITC Product Economy 500g - J1BN,BAK-ITC-023404894,8908042386636,Quality ITC Product Economy 500g - J1BN from ITC. Trusted by Indian families.,Bakery,ITC,Pack,Delhi Wholesale Market,54,77,85,52,20,100,,5,Yes
Emami Product Super 250g - NWDL,BAK-EMAMI-023439824,8902759899750,Fresh Emami Product Super 250g - NWDL at best prices. Perfect for daily use.,Bakery,Emami,Millilitre,Pune Organic Supplies,41,58,64,66,20,100,,5,Yes
Kelloggs Product Natural Pack of 5 - CCQK,BAK-KELLO-023472937,8902964349886,Premium Kelloggs Product Natural Pack of 5 - CCQK with excellent quality and taste.,Bakery,Kelloggs,Box,Delhi Wholesale Market,39,55,61,89,20,100,,5,Yes
Mother Dairy Product Organic 500ml - P3R0,BAK-MOTHER-023505684,8906400712658,Premium Mother Dairy Product Organic 500ml - P3R0 with excellent quality and taste.,Bakery,Mother Dairy,Pack,Kolkata Trading Company,32,46,51,21,20,100,,5,Yes
Nirma Product Economy 250g - 4ZSG,BAK-NIRMA-023540784,8906825926741,Quality Nirma Product Economy 250g - 4ZSG from Nirma. Trusted by Indian families.,Bakery,Nirma,Litre,Ahmedabad Snack Mills,39,55,61,24,20,100,,5,Yes
Everest Product Special 1L - RQU5,BAK-EVER-023573171,8902756070296,Quality Everest Product Special 1L - RQU5 from Everest. Trusted by Indian families.,Bakery,Everest,Box,Pune Organic Supplies,34,49,54,90,20,100,,5,Yes
Mother Dairy Product Deluxe 500g - UFGX,BAK-MOTHER-023607671,8905877216147,Premium Mother Dairy Product Deluxe 500g - UFGX with excellent quality and taste.,Bakery,Mother Dairy,Litre,Kolkata Trading Company,48,68,75,19,20,100,,5,Yes
Nirma Product Premium 1kg - TQGL,BAK-NIRMA-023639151,8902359174987,Fresh Nirma Product Premium 1kg - TQGL at best prices. Perfect for daily use.,Bakery,Nirma,Pack,Bangalore Fresh Produce,37,53,58,91,20,100,,5,Yes
Everest Product 200ml - REC3,BAK-EVER-023670451,8901954237199,Quality Everest Product 200ml - REC3 from Everest. Trusted by Indian families.,Bakery,Everest,Litre,Pune Organic Supplies,43,61,67,39,20,100,,5,Yes
Emami Product Special Pack of 5 - XI6N,BAK-EMAMI-023703473,8903313038146,Quality Emami Product Special Pack of 5 - XI6N from Emami. Trusted by Indian families.,Bakery,Emami,Pack,Kolkata Trading Company,30,43,47,87,20,100,,5,Yes
Amul Product Premium Pack of 5 - 3ZKF,BAK-AMUL-023737568,8902870930791,Quality Amul Product Premium Pack of 5 - 3ZKF from Amul. Trusted by Indian families.,Bakery,Amul,Dozen,Ahmedabad Snack Mills,37,53,58,68,20,100,,5,Yes
ITC Product Organic 250g - N77R,BAK-ITC-023771537,8905643323801,Fresh ITC Product Organic 250g - N77R at best prices. Perfect for daily use.,Bakery,ITC,Pieces,Pune Organic Supplies,39,56,62,44,20,100,,5,Yes
Procter & Gamble Product Super 500g - GLTQ,BAK-PG-023808819,8906729462669,Quality Procter & Gamble Product Super 500g - GLTQ from Procter & Gamble. Trusted by Indian families.,Bakery,Procter & Gamble,Millilitre,Pune Organic Supplies,39,56,62,98,20,100,,5,Yes
MTR Product Classic 500ml - W9IZ,BAK-MTR-023844252,8903809123568,Fresh MTR Product Classic 500ml - W9IZ at best prices. Perfect for daily use.,Bakery,MTR,Litre,Mumbai FMCG Distributors,48,68,75,61,20,100,,5,Yes
Parle Product - 0PEO,BAK-PARLE-023882683,8902386438455,Fresh Parle Product - 0PEO at best prices. Perfect for daily use.,Bakery,Parle,Pieces,Delhi Wholesale Market,44,63,69,40,20,100,,5,Yes
Unilever Product Special Pack of 2 - RXDP,BAK-UNIL-023918367,8909210476216,Premium Unilever Product Special Pack of 2 - RXDP with excellent quality and taste.,Bakery,Unilever,Millilitre,Mumbai FMCG Distributors,34,49,54,48,20,100,,5,Yes
Everest Product Classic 250g - ZGZ8,BAK-EVER-023953597,8908560469955,Premium Everest Product Classic 250g - ZGZ8 with excellent quality and taste.,Bakery,Everest,Litre,Delhi Wholesale Market,32,46,51,91,20,100,,5,Yes
Procter & Gamble Product Economy 250g - UY58,BAK-PG-023986491,8904963212911,Premium Procter & Gamble Product Economy 250g - UY58 with excellent quality and taste.,Bakery,Procter & Gamble,Kilogram,Pune Organic Supplies,41,59,65,54,20,100,,5,Yes
MTR Product Organic Pack of 2 - LCTT,BAK-MTR-024020934,8909772322483,Premium MTR Product Organic Pack of 2 - LCTT with excellent quality and taste.,Bakery,MTR,Box,Chennai Spice House,38,54,59,71,20,100,,5,Yes
Emami Product Premium 500g - AVGO,BAK-EMAMI-024053939,8902430884897,Premium Emami Product Premium 500g - AVGO with excellent quality and taste.,Bakery,Emami,Kilogram,Ahmedabad Snack Mills,50,71,78,87,20,100,,5,Yes
Tata Sampann Product Deluxe 200ml - C8GT,BAK-TATAS-024086484,8901767038037,Quality Tata Sampann Product Deluxe 200ml - C8GT from Tata Sampann. Trusted by Indian families.,Bakery,Tata Sampann,Pieces,Kolkata Trading Company,29,41,45,50,20,100,,5,Yes
Whiskas Product Special 500g - BOQD,BAK-WHISK-024120234,8906557975871,Fresh Whiskas Product Special 500g - BOQD at best prices. Perfect for daily use.,Bakery,Whiskas,Dozen,Delhi Wholesale Market,46,65,72,46,20,100,,5,Yes
Mother Dairy Product Economy 500ml - OP2B,BAK-MOTHER-024155452,8904014144009,Quality Mother Dairy Product Economy 500ml - OP2B from Mother Dairy. Trusted by Indian families.,Bakery,Mother Dairy,Dozen,Delhi Wholesale Market,43,62,68,23,20,100,,5,Yes
Emami Product Premium Pack of 5 - IV9S,BAK-EMAMI-024191287,8904857542560,Quality Emami Product Premium Pack of 5 - IV9S from Emami. Trusted by Indian families.,Bakery,Emami,Pack,Chennai Spice House,38,54,59,83,20,100,,5,Yes
Fortune Product Deluxe 500g - IQE1,BAK-FORT-024228976,8904217147897,Fresh Fortune Product Deluxe 500g - IQE1 at best prices. Perfect for daily use.,Bakery,Fortune,Millilitre,Bangalore Fresh Produce,43,62,68,75,20,100,,5,Yes
Nestle Product 250g - B4VC,BAK-NEST-024266999,8905129482355,Premium Nestle Product 250g - B4VC with excellent quality and taste.,Bakery,Nestle,Pieces,Pune Organic Supplies,47,67,74,75,20,100,,5,Yes
Nestle Product Premium Family Pack - PTG7,BAK-NEST-024301549,8909004423246,Fresh Nestle Product Premium Family Pack - PTG7 at best prices. Perfect for daily use.,Bakery,Nestle,Gram,Pune Organic Supplies,36,52,57,44,20,100,,5,Yes
ITC Product Economy Pack of 2 - BSHJ,BAK-ITC-024337607,8901748640081,Fresh ITC Product Economy Pack of 2 - BSHJ at best prices. Perfect for daily use.,Bakery,ITC,Litre,Bangalore Fresh Produce,37,53,58,2,20,100,,5,Yes
Havells Product Classic - ORXS,BAK-HAVELL-024368742,8908216714217,Fresh Havells Product Classic - ORXS at best prices. Perfect for daily use.,Bakery,Havells,Millilitre,Kolkata Trading Company,39,56,62,39,20,100,,5,Yes
India Gate Product Pack of 2 - O6WO,BAK-INDGATE-024401562,8907368794295,Premium India Gate Product Pack of 2 - O6WO with excellent quality and taste.,Bakery,India Gate,Gram,Kolkata Trading Company,34,49,54,38,20,100,,5,Yes
ITC Product Economy 200ml - QVV0,BAK-ITC-024433262,8904201094145,Fresh ITC Product Economy 200ml - QVV0 at best prices. Perfect for daily use.,Bakery,ITC,Pack,Kolkata Trading Company,55,78,86,41,20,100,,5,Yes
Procter & Gamble Product Special 1kg - SCYS,BAK-PG-024469839,8906260373062,Fresh Procter & Gamble Product Special 1kg - SCYS at best prices. Perfect for daily use.,Bakery,Procter & Gamble,Dozen,Delhi Wholesale Market,38,54,59,40,20,100,,5,Yes
MTR Product Organic Pack of 5 - 38P5,BAK-MTR-024505377,8905022931297,Quality MTR Product Organic Pack of 5 - 38P5 from MTR. Trusted by Indian families.,Bakery,MTR,Millilitre,Chennai Spice House,46,65,72,26,20,100,,5,Yes
Coca Cola Product Natural Pack of 2 - RHTN,BAK-COKE-024538961,8906455682439,Fresh Coca Cola Product Natural Pack of 2 - RHTN at best prices. Perfect for daily use.,Bakery,Coca Cola,Dozen,Kolkata Trading Company,41,58,64,48,20,100,,5,Yes
Aashirvaad Product Super 200ml - WLRO,BAK-AASHI-024571117,8902255848897,Fresh Aashirvaad Product Super 200ml - WLRO at best prices. Perfect for daily use.,Bakery,Aashirvaad,Gram,Delhi Wholesale Market,46,65,72,76,20,100,,5,Yes
Bikano Product Fresh 500ml - X2FP,BAK-BIKANO-024604278,8906442261637,Fresh Bikano Product Fresh 500ml - X2FP at best prices. Perfect for daily use.,Bakery,Bikano,Dozen,Pune Organic Supplies,53,75,83,53,20,100,,5,Yes
Godrej Product Deluxe 1kg - BWPO,BAK-GODREJ-024638995,8908454281571,Fresh Godrej Product Deluxe 1kg - BWPO at best prices. Perfect for daily use.,Bakery,Godrej,Millilitre,Pune Organic Supplies,33,47,52,46,20,100,,5,Yes
Aashirvaad Product Organic Pack of 5 - OHOB,BAK-AASHI-024673316,8903123783626,Quality Aashirvaad Product Organic Pack of 5 - OHOB from Aashirvaad. Trusted by Indian families.,Bakery,Aashirvaad,Box,Kolkata Trading Company,50,71,78,30,20,100,,5,Yes
Whiskas Product Deluxe - NSFF,BAK-WHISK-024712534,8908647363199,Quality Whiskas Product Deluxe - NSFF from Whiskas. Trusted by Indian families.,Bakery,Whiskas,Kilogram,Kolkata Trading Company,41,58,64,37,20,100,,5,Yes
Maggi Product Deluxe 500g - SZ3N,BAK-MAGGI-024751261,8905760317181,Quality Maggi Product Deluxe 500g - SZ3N from Maggi. Trusted by Indian families.,Bakery,Maggi,Millilitre,Chennai Spice House,34,49,54,58,20,100,,5,Yes
Parle Product Special Family Pack - D09Y,BAK-PARLE-024796251,8907608943746,Premium Parle Product Special Family Pack - D09Y with excellent quality and taste.,Bakery,Parle,Millilitre,Delhi Wholesale Market,43,61,67,44,20,100,,5,Yes
PepsiCo Product Special 1kg - KSLE,BAK-PEPSI-024842889,8908388072918,Fresh PepsiCo Product Special 1kg - KSLE at best prices. Perfect for daily use.,Bakery,PepsiCo,Kilogram,Bangalore Fresh Produce,57,82,90,15,20,100,,5,Yes
Procter & Gamble Product Natural Pack of 5 - GHRW,BAK-PG-024874145,8909038883677,Fresh Procter & Gamble Product Natural Pack of 5 - GHRW at best prices. Perfect for daily use.,Bakery,Procter & Gamble,Box,Mumbai FMCG Distributors,50,71,78,29,20,100,,5,Yes
Marico Product Special 1L - 7534,BAK-MARICO-024908197,8907160271244,Fresh Marico Product Special 1L - 7534 at best prices. Perfect for daily use.,Bakery,Marico,Kilogram,Ahmedabad Snack Mills,41,59,65,18,20,100,,5,Yes
Aashirvaad Product Super Pack of 2 - GETI,BAK-AASHI-024956667,8907687724103,Premium Aashirvaad Product Super Pack of 2 - GETI with excellent quality and taste.,Bakery,Aashirvaad,Millilitre,Chennai Spice House,37,53,58,29,20,100,,5,Yes
Procter & Gamble Product Fresh 250g - JDFY,BAK-PG-024998329,8901355990499,Fresh Procter & Gamble Product Fresh 250g - JDFY at best prices. Perfect for daily use.,Bakery,Procter & Gamble,Box,Kolkata Trading Company,48,69,76,58,20,100,,5,Yes
Everest Product 250g - WI0H,BAK-EVER-025038959,8909609768646,Quality Everest Product 250g - WI0H from Everest. Trusted by Indian families.,Bakery,Everest,Pieces,Chennai Spice House,39,55,61,19,20,100,,5,Yes
Procter & Gamble Product Natural - VBP8,BAK-PG-025076272,8904967646836,Premium Procter & Gamble Product Natural - VBP8 with excellent quality and taste.,Bakery,Procter & Gamble,Box,Hyderabad Dairy Co-op,35,50,55,76,20,100,,5,Yes
PepsiCo Product Economy 500g - XFKA,BAK-PEPSI-025111141,8905948951920,Fresh PepsiCo Product Economy 500g - XFKA at best prices. Perfect for daily use.,Bakery,PepsiCo,Pack,Ahmedabad Snack Mills,37,53,58,66,20,100,,5,Yes
Marico Product Organic 1kg - GXAX,BAK-MARICO-025145999,8907427844821,Quality Marico Product Organic 1kg - GXAX from Marico. Trusted by Indian families.,Bakery,Marico,Dozen,Mumbai FMCG Distributors,31,45,50,176,20,100,,5,Yes
Mother Dairy Product Family Pack - ZVOB,BAK-MOTHER-025176897,8907950056426,Premium Mother Dairy Product Family Pack - ZVOB with excellent quality and taste.,Bakery,Mother Dairy,Kilogram,Chennai Spice House,29,42,46,23,20,100,,5,Yes
Procter & Gamble Product Deluxe 250g - 1EJ2,BAK-PG-025207962,8908339970532,Premium Procter & Gamble Product Deluxe 250g - 1EJ2 with excellent quality and taste.,Bakery,Procter & Gamble,Gram,Ahmedabad Snack Mills,29,42,46,96,20,100,,5,Yes
Tata Sampann Product Economy 1kg - SQM8,BAK-TATAS-025239412,8907920493703,Premium Tata Sampann Product Economy 1kg - SQM8 with excellent quality and taste.,Bakery,Tata Sampann,Box,Bangalore Fresh Produce,29,42,46,22,20,100,,5,Yes
Pedigree Product Economy Pack of 5 - TCM9,BAK-PEDI-025271487,8901285460464,Premium Pedigree Product Economy Pack of 5 - TCM9 with excellent quality and taste.,Bakery,Pedigree,Kilogram,Pune Organic Supplies,41,59,65,210,20,100,,5,Yes
Britannia Product Special 250g - ZGFL,BAK-BRIT-025304949,8901162752846,Premium Britannia Product Special 250g - ZGFL with excellent quality and taste.,Bakery,Britannia,Box,Pune Organic Supplies,41,59,65,32,20,100,,5,Yes
MTR Product Economy Family Pack - 2FEZ,BAK-MTR-025338536,8902471130425,Premium MTR Product Economy Family Pack - 2FEZ with excellent quality and taste.,Bakery,MTR,Pack,Ahmedabad Snack Mills,41,59,65,60,20,100,,5,Yes
Coca Cola Product Economy 1kg - UNWG,BAK-COKE-025374936,8908060188905,Quality Coca Cola Product Economy 1kg - UNWG from Coca Cola. Trusted by Indian families.,Bakery,Coca Cola,Box,Pune Organic Supplies,39,55,61,45,20,100,,5,Yes
